Pincode,City,State,Delhivery,GATI,V-Xpress,Safexpress,Movin,DP World,Criticalog,Blue Dart,Baral,DTDC,Ethics,Ethics
413529,Chakurhub,Maharashtra,ODA-A,NSZ,ODA-B,ODA-A,NSZ,NSZ,Serviceable,ODA-A,NSZ,NSZ,NSZ,NSZ
852116,Udakishanganj,Bihar,Serviceable,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
212208,Allahabad,Uttar Pradesh,Serviceable,ODA-A,ODA-A,Serviceable,NSZ,ODA -A,Serviceable,ODA-A,NSZ,NSZ,NSZ,ODA-1
614704,Pattukkottai,Tamil Nadu,ODA-A,ODA-B,ODA-C,ODA-A,NSZ,ODA -C,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-3
721467,Lutunia,West Bengal,ODA-A,ODA-A,NSZ,ODA-A,NSZ,ODA -B,ODA-A,ODA-A,NSZ,NSZ,NSZ,ODA-2
507113,Chintoor,Telangana,Serviceable,ODA-A,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
585260,Gulbarga,Karnataka,ODA-A,NSZ,NSZ,Serviceable,NSZ,ODA -A,NSZ,NSZ,NSZ,NSZ,NSZ,ODA-1
387230,Nadiad,Gujarat,ODA-A,ODA-A,Serviceable,ODA-A,NSZ,ODA -A,NSZ,Serviceable,NSZ,ODA-C,NSZ,ODA-1
821311,Rohtas,Bihar,ODA-A,ODA-A,NSZ,ODA-A,NSZ,ODA -B,NSZ,Serviceable,NSZ,NSZ,NSZ,ODA-1
755015,Jajpur,Odisha,ODA-A,ODA-A,NSZ,ODA-A,NSZ,ODA -B,NSZ,Serviceable,NSZ,NSZ,NSZ,ODA-2
205135,Shikohabad,Uttar Pradesh,ODA-A,ODA-A,NSZ,ODA-A,NSZ,NSZ,ODA-A,Serviceable,NSZ,NSZ,NSZ,NSZ
767002,Balangir,Odisha,Serviceable,NSZ,ODA-C,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
754107,Balikuda,Odisha,ODA-A,NSZ,ODA-C,ODA-A,NSZ,ODA -A,ODA-A,ODA-A,NSZ,ODA-B,NSZ,ODA-1
685616,Munnar,Kerala,Serviceable,NSZ,ODA-C,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
682011,Cochin,Kerala,Serviceable,Serviceable,Serviceable,Serviceable,Serviceable,DIRECT,Serviceable,Serviceable,NSZ,Serviceable,NSZ,Regular
642101,Pollachi,Tamil Nadu,ODA-A,NSZ,ODA-C,ODA-A,NSZ,ODA -B,NSZ,ODA-A,NSZ,ODA-C,NSZ,ODA-2
388255,Balasinor,Gujarat,Serviceable,ODA-A,ODA-B,ODA-A,NSZ,NSZ,NSZ,Serviceable,NSZ,ODA-C,NSZ,NSZ
380021,Ahmedabad,Gujarat,Serviceable,Serviceable,Serviceable,Serviceable,Serviceable,DIRECT,Serviceable,Serviceable,NSZ,Serviceable,Serviceable,Regular
785704,Jorhat,Assam,ODA-A,Serviceable,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,ODA-D,NSZ,NSZ
522024,Guntur,Andhra Pradesh,ODA-A,NSZ,NSZ,Serviceable,NSZ,ODA-D,NSZ,NSZ,NSZ,NSZ,NSZ,ODA-4
755038,Binjharpur,Odisha,Serviceable,NSZ,NSZ,Serviceable,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
563120,Bethamangala,Karnataka,ODA-A,NSZ,ODA-B,ODA-A,NSZ,ODA -B,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-2
851102,Begusarai,Bihar,ODA-A,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ,NSZ,NSZ,NSZ,NSZ
247470,Roorkee,Uttarakhand,ODA-A,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ,NSZ,NSZ,NSZ,NSZ
824301,Amba,Bihar,Serviceable,ODA-A,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
627201,Tirunelveli,Tamil Nadu,Serviceable,ODA-A,Serviceable,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
678541,Anjumoorthy,Kerala,Serviceable,ODA-A,ODA-A,ODA-A,NSZ,ODA -A,Serviceable,ODA-A,NSZ,Serviceable,NSZ,ODA-1
518216,Veldurthi,Andhra Pradesh,Serviceable,ODA-A,ODA-A,ODA-A,NSZ,NSZ,NSZ,NSZ,NSZ,NSZ,NSZ,NSZ
632315,Arani,Tamil Nadu,ODA-A,ODA-A,ODA-B,ODA-A,NSZ,NSZ,Serviceable,ODA-A,NSZ,NSZ,NSZ,NSZ
782140,Puranaigudam,Assam,ODA-A,ODA-A,NSZ,ODA-A,NSZ,NSZ,Serviceable,ODA-A,NSZ,NSZ,NSZ,NSZ
250612,Baraut,Uttar Pradesh,ODA-A,ODA-A,NSZ,ODA-A,NSZ,ODA -A,NSZ,NSZ,NSZ,NSZ,NSZ,ODA-1
480115,Chand,Madhya Pradesh,Serviceable,NSZ,ODA-D,ODA-A,NSZ,ODA -A,NSZ,Serviceable,NSZ,NSZ,NSZ,ODA-1
143104,Amritsar,Punjab,Serviceable,NSZ,Serviceable,Serviceable,NSZ,DIRECT,Serviceable,Serviceable,NSZ,NSZ,NSZ,Regular
695036,Thiruvananthapuram,Kerala,Serviceable,NSZ,Serviceable,Serviceable,NSZ,DIRECT,Serviceable,Serviceable,NSZ,Serviceable,NSZ,Regular
322243,Jaipur,Rajasthan,ODA-A,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
630202,Karaikudi,Tamil Nadu,Serviceable,ODA-A,ODA-B,ODA-A,NSZ,ODA -B,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-2
784125,Mangaldoi,Assam,Serviceable,NSZ,NSZ,ODA-A,NSZ,ODA-D,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-4
632504,Arani,Tamil Nadu,ODA-A,ODA-A,ODA-C,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,ODA-C,NSZ,NSZ
577545,Hiriyur,Karnataka,Serviceable,ODA-A,ODA-C,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
403515,Panjim,Goa,Serviceable,NSZ,Serviceable,ODA-A,Serviceable,ODA -A,Serviceable,Serviceable,NSZ,Serviceable,NSZ,ODA-1
505530,Bejjanki,Telangana,Serviceable,ODA-A,NSZ,ODA-A,NSZ,NSZ,ODA-A,ODA-A,NSZ,NSZ,NSZ,NSZ
757077,Udala,Odisha,ODA-A,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
713142,Bardhaman,West Bengal,ODA-A,NSZ,NSZ,ODA-A,NSZ,NSZ,ODA-A,ODA-A,NSZ,NSZ,NSZ,NSZ
494670,Bhanupratappur,Chhattisgarh,ODA-A,NSZ,NSZ,ODA-A,NSZ,ODA -B,NSZ,NSZ,NSZ,NSZ,NSZ,ODA-2
191201,Srinagar,Jammu & Kashmir,Serviceable,ODA-B,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ,NSZ,NSZ,NSZ,NSZ
141115,Machhiwara,Punjab,Serviceable,ODA-A,ODA-A,ODA-A,NSZ,ODA -A,ODA-A,ODA-A,NSZ,ODA-B,NSZ,ODA-1
754138,Tirtol,Odisha,ODA-A,NSZ,NSZ,ODA-A,NSZ,ODA -A,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-1
442505,Ghugus,Maharashtra,ODA-A,Serviceable,NSZ,ODA-A,NSZ,ODA -C,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-3
171301,Suni,Himachal Pradesh,Serviceable,ODA-B,ODA-B,ODA-A,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ,NSZ
623719,Ramanathapuram,Tamil Nadu,Serviceable,NSZ,NSZ,Serviceable,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
759022,Dhenkanal,Odisha,Serviceable,NSZ,ODA-B,ODA-A,NSZ,ODA -B,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-2
743706,Barasat,West Bengal,Serviceable,NSZ,NSZ,Serviceable,NSZ,ODA -B,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-2
442103,Wardha,Maharashtra,Serviceable,ODA-A,NSZ,ODA-A,NSZ,ODA -C,NSZ,ODA-A,NSZ,ODA-C,NSZ,ODA-3
370170,Botad,Gujarat,ODA-A,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ,NSZ,NSZ,NSZ,NSZ
486341,Deotalab,Madhya Pradesh,ODA-A,ODA-A,ODA-B,ODA-A,NSZ,ODA -B,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-2
277213,Ballia,Uttar Pradesh,Serviceable,ODA-A,ODA-A,ODA-A,NSZ,NSZ,NSZ,NSZ,NSZ,NSZ,NSZ,NSZ
607307,Cuddalore,Tamil Nadu,ODA-A,NSZ,NSZ,Serviceable,NSZ,ODA -A,NSZ,NSZ,NSZ,NSZ,NSZ,ODA-2
743609,Dakshin Barasat,West Bengal,ODA-A,NSZ,ODA-B,ODA-A,NSZ,ODA -A,Serviceable,ODA-A,NSZ,NSZ,NSZ,ODA-1
812002,Bhagalpur,Bihar,Serviceable,Serviceable,ODA-B,Serviceable,NSZ,DIRECT,NSZ,Serviceable,NSZ,Serviceable,NSZ,ODA-1
700086,Kolkata,West Bengal,Serviceable,NSZ,Serviceable,Serviceable,Serviceable,DIRECT,Serviceable,Serviceable,NSZ,Serviceable,Serviceable,Regular
577526,Holalkere,Karnataka,Serviceable,ODA-A,ODA-B,ODA-A,NSZ,ODA -A,ODA-A,ODA-A,NSZ,NSZ,NSZ,ODA-1
517590,Puttur-Ap,Andhra Pradesh,ODA-A,ODA-A,ODA-A,ODA-A,NSZ,ODA -A,ODA-A,Serviceable,NSZ,ODA-D,NSZ,ODA-1
394310,Surat,Gujarat,ODA-A,ODA-A,Serviceable,ODA-A,Serviceable,DIRECT,ODA-A,ODA-A,NSZ,ODA-B,NSZ,Regular
500067,Hyderabad,Telangana,Serviceable,NSZ,Serviceable,Serviceable,Serviceable,DIRECT,Serviceable,Serviceable,Serviceable,Serviceable,NSZ,Regular
502210,Hyderabad,Telangana,Serviceable,NSZ,ODA-A,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
574232,Panja,Karnataka,Serviceable,NSZ,ODA-C,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
572145,Tumkur,Karnataka,ODA-A,ODA-A,NSZ,Serviceable,NSZ,ODA -A,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-1
533274,Amalapuram,Andhra Pradesh,ODA-A,ODA-A,NSZ,ODA-A,NSZ,ODA -B,ODA-A,ODA-A,NSZ,NSZ,NSZ,ODA-2
625014,Madurai,Tamil Nadu,Serviceable,Serviceable,Serviceable,Serviceable,Serviceable,DIRECT,Serviceable,Serviceable,NSZ,Serviceable,NSZ,Regular
423212,Malegaon,Maharashtra,ODA-A,ODA-A,NSZ,ODA-A,NSZ,ODA -B,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-2
141017,Ludhiana,Punjab,Serviceable,NSZ,Serviceable,Serviceable,NSZ,DIRECT,Serviceable,Serviceable,NSZ,Serviceable,NSZ,Regular
742235,Raghunathganj,West Bengal,ODA-A,ODA-A,ODA-B,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
364295,Mahuva,Gujarat,ODA-A,ODA-A,Serviceable,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
583122,Siruguppa,Karnataka,Serviceable,ODA-A,ODA-B,ODA-A,NSZ,NSZ,ODA-A,ODA-A,NSZ,NSZ,NSZ,NSZ
486114,Raipur Karchulion,Madhya Pradesh,Serviceable,ODA-A,ODA-A,ODA-A,NSZ,ODA -B,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-2
787034,Gogamukh,Assam,ODA-A,ODA-A,NSZ,ODA-A,NSZ,NSZ,NSZ,Serviceable,NSZ,NSZ,NSZ,NSZ
711412,Khanakul,West Bengal,ODA-A,ODA-A,Serviceable,ODA-A,NSZ,ODA -A,ODA-A,ODA-A,NSZ,NSZ,NSZ,ODA-1
686653,Pala,Kerala,ODA-A,ODA-A,ODA-A,ODA-A,NSZ,NSZ,Serviceable,ODA-A,NSZ,NSZ,NSZ,NSZ
752029,Balugaon,Odisha,Serviceable,NSZ,NSZ,Serviceable,NSZ,NSZ,NSZ,NSZ,NSZ,ODA-B,NSZ,NSZ
507203,Madhira,Telangana,ODA-A,ODA-A,ODA-B,ODA-A,NSZ,NSZ,ODA-A,ODA-A,NSZ,NSZ,NSZ,NSZ
458113,Manasa,Madhya Pradesh,ODA-A,NSZ,ODA-C,ODA-A,NSZ,ODA -A,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-1
845427,Dhaka,Bihar,Serviceable,ODA-A,NSZ,ODA-A,NSZ,ODA -B,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-1
465677,Maksudangarh,Madhya Pradesh,Serviceable,NSZ,ODA-C,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
690504,Adoor,Kerala,Serviceable,ODA-A,ODA-A,ODA-A,NSZ,ODA-D,Serviceable,Serviceable,NSZ,NSZ,NSZ,ODA-4
613203,Thirukkattupalli,Tamil Nadu,ODA-A,ODA-A,ODA-A,ODA-A,NSZ,ODA -B,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-2
177020,Hamirpur,Himachal Pradesh,ODA-A,ODA-B,ODA-B,ODA-A,NSZ,ODA -B,ODA-A,ODA-A,NSZ,NSZ,NSZ,ODA-2
464886,Silwani,Madhya Pradesh,Serviceable,NSZ,ODA-C,ODA-A,NSZ,ODA -C,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-3
610105,Thiruvarur,Tamil Nadu,Serviceable,ODA-A,ODA-C,ODA-A,NSZ,ODA -C,NSZ,Serviceable,NSZ,NSZ,NSZ,ODA-3
621016,Thuraiyur,Tamil Nadu,Serviceable,NSZ,NSZ,Serviceable,NSZ,ODA -B,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-2
505529,Jagtial,Telangana,ODA-A,ODA-A,NSZ,ODA-A,NSZ,NSZ,Serviceable,ODA-A,NSZ,NSZ,NSZ,NSZ
486333,Deotalab,Madhya Pradesh,ODA-A,ODA-A,ODA-B,ODA-A,NSZ,ODA -B,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-2
680517,Chiramanangad,Kerala,ODA-A,ODA-A,ODA-A,ODA-A,NSZ,ODA -B,Serviceable,ODA-A,NSZ,Serviceable,NSZ,ODA-2
723156,Raghunathpur,West Bengal,ODA-A,ODA-A,ODA-B,ODA-A,NSZ,ODA -C,Serviceable,ODA-A,NSZ,NSZ,NSZ,ODA-3
416014,Kolhapur,Maharashtra,ODA-A,NSZ,NSZ,Serviceable,NSZ,ODA -A,NSZ,NSZ,NSZ,NSZ,NSZ,ODA-1
171215,Jubbal,Himachal Pradesh,Serviceable,NSZ,NSZ,Serviceable,NSZ,ODA -B,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-2
140114,Anandpur Sahib,Punjab,ODA-A,ODA-A,ODA-B,ODA-A,ODA-A,ODA -B,Serviceable,Serviceable,NSZ,NSZ,NSZ,ODA-2
585304,Shorapur,Karnataka,Serviceable,ODA-A,ODA-C,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
783130,Boko,Assam,Serviceable,ODA-A,NSZ,ODA-A,NSZ,NSZ,Serviceable,ODA-A,NSZ,NSZ,NSZ,NSZ
768020,Sambalpur,Odisha,Serviceable,NSZ,Serviceable,ODA-A,NSZ,ODA -A,NSZ,ODA-A,NSZ,Serviceable,NSZ,ODA-1
518007,Kurnool,Andhra Pradesh,Serviceable,NSZ,Serviceable,ODA-A,NSZ,DIRECT,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-1
516311,Proddatur,Andhra Pradesh,ODA-A,ODA-A,ODA-B,ODA-A,NSZ,NSZ,ODA-A,ODA-A,NSZ,NSZ,NSZ,NSZ
577118,Koppa-Ka,Karnataka,Serviceable,ODA-B,ODA-D,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
784111,Thelamara,Assam,Serviceable,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
752013,Puri,Odisha,Serviceable,Serviceable,NSZ,ODA-A,NSZ,ODA -A,ODA-A,ODA-A,NSZ,ODA-B,NSZ,ODA-1
441808,Sakoli,Maharashtra,ODA-A,NSZ,NSZ,Serviceable,NSZ,ODA -B,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-2
625013,Madurai,Tamil Nadu,Serviceable,NSZ,Serviceable,Serviceable,Serviceable,DIRECT,NSZ,Serviceable,NSZ,NSZ,NSZ,Regular
637101,Sankari,Tamil Nadu,ODA-A,ODA-A,ODA-A,ODA-A,NSZ,ODA -A,ODA-A,ODA-A,NSZ,ODA-B,NSZ,ODA-1
722133,Bankura,West Bengal,ODA-A,ODA-A,ODA-B,ODA-A,NSZ,ODA -A,ODA-A,ODA-A,NSZ,ODA-B,NSZ,ODA-1
700038,Kolkata,West Bengal,Serviceable,Serviceable,Serviceable,Serviceable,Serviceable,DIRECT,Serviceable,Serviceable,NSZ,Serviceable,Serviceable,Regular
606906,Polur,Tamil Nadu,ODA-A,ODA-A,ODA-C,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
767019,Binka,Odisha,Serviceable,ODA-A,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
630203,Ponnamaravathi,Tamil Nadu,ODA-A,ODA-A,ODA-B,ODA-A,NSZ,ODA -B,ODA-A,ODA-A,NSZ,NSZ,NSZ,ODA-2
384270,Unjha,Gujarat,ODA-A,NSZ,NSZ,ODA-A,NSZ,ODA -A,NSZ,NSZ,NSZ,NSZ,NSZ,ODA-1
450017,Khandwa,Madhya Pradesh,ODA-A,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ,NSZ,NSZ,NSZ,NSZ
322232,Karauli,Rajasthan,ODA-A,NSZ,NSZ,ODA-A,NSZ,ODA -C,NSZ,NSZ,NSZ,NSZ,NSZ,ODA-3
365541,Rajula,Gujarat,ODA-A,ODA-A,ODA-D,ODA-A,NSZ,ODA-D,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-4
431505,Selu,Maharashtra,ODA-A,ODA-A,ODA-B,ODA-A,NSZ,ODA-D,NSZ,Serviceable,NSZ,ODA-D,NSZ,ODA-4
518593,Nandyal,Andhra Pradesh,ODA-A,ODA-A,NSZ,ODA-A,NSZ,ODA -B,Serviceable,ODA-A,NSZ,NSZ,NSZ,ODA-2
224137,Rajesultanpur,Uttar Pradesh,ODA-A,ODA-A,ODA-B,ODA-A,NSZ,NSZ,NSZ,NSZ,NSZ,NSZ,NSZ,NSZ
743292,Basirhat,West Bengal,ODA-A,ODA-A,ODA-B,ODA-A,NSZ,ODA -A,ODA-A,ODA-A,NSZ,NSZ,NSZ,ODA-1
224186,Jalalpur,Uttar Pradesh,ODA-A,ODA-A,ODA-B,ODA-A,NSZ,NSZ,NSZ,NSZ,NSZ,NSZ,NSZ,NSZ
230405,Patti-Up,Uttar Pradesh,ODA-A,NSZ,ODA-C,ODA-A,NSZ,ODA -B,NSZ,NSZ,NSZ,NSZ,NSZ,ODA-2
461771,Pipariya,Madhya Pradesh,ODA-A,ODA-A,ODA-C,ODA-A,NSZ,ODA -A,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-1
721426,Dantan,West Bengal,ODA-A,NSZ,ODA-C,ODA-A,NSZ,ODA -C,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-3
303330,Phulera,Rajasthan,ODA-A,NSZ,NSZ,Serviceable,NSZ,ODA -B,NSZ,NSZ,NSZ,NSZ,NSZ,ODA-2
756139,Bhadrak,Odisha,ODA-A,ODA-A,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
761017,Mohana,Odisha,Serviceable,ODA-A,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
560055,Bangalore,Karnataka,Serviceable,Serviceable,Serviceable,Serviceable,Serviceable,DIRECT,Serviceable,Serviceable,Serviceable,Serviceable,ODA,Regular
444720,Paratwada,Maharashtra,ODA-A,NSZ,ODA-B,ODA-A,NSZ,ODA -A,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-1
365480,Bhesan,Gujarat,Serviceable,ODA-A,ODA-D,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
678633,Akaloor,Kerala,Serviceable,ODA-A,ODA-A,ODA-A,NSZ,NSZ,Serviceable,ODA-A,NSZ,ODA-B,NSZ,NSZ
843330,Sonbarsa,Bihar,ODA-A,NSZ,NSZ,ODA-A,NSZ,ODA -C,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-1
521213,Vissannapetaa,Andhra Pradesh,ODA-A,ODA-A,ODA-C,ODA-A,NSZ,ODA -A,ODA-A,ODA-A,NSZ,NSZ,NSZ,ODA-1
144524,Garhshanker,Punjab,Serviceable,ODA-A,ODA-B,ODA-A,NSZ,NSZ,ODA-A,Serviceable,NSZ,ODA-B,NSZ,NSZ
401205,Thane,Maharashtra,Serviceable,NSZ,Serviceable,Serviceable,Serviceable,DIRECT,NSZ,Serviceable,NSZ,Serviceable,NSZ,Regular
721315,Kharagpur,West Bengal,ODA-A,NSZ,NSZ,ODA-A,NSZ,ODA -C,NSZ,NSZ,NSZ,NSZ,NSZ,ODA-3
577534,Davangere,Karnataka,Serviceable,ODA-A,ODA-B,ODA-A,NSZ,NSZ,ODA-A,ODA-A,NSZ,NSZ,NSZ,NSZ
461111,Itarsi,Madhya Pradesh,Serviceable,NSZ,ODA-B,ODA-A,NSZ,ODA -A,NSZ,ODA-A,NSZ,ODA-D,NSZ,ODA-1
148018,Nabha,Punjab,ODA-A,ODA-A,ODA-B,Serviceable,NSZ,ODA -B,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-2
700077,Kolkata,West Bengal,Serviceable,NSZ,Serviceable,Serviceable,Serviceable,DIRECT,Serviceable,Serviceable,NSZ,Serviceable,Serviceable,ODA-1
788702,Badarpur,Assam,ODA-A,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
690001,Pathanamthitta,Kerala,ODA-A,NSZ,NSZ,ODA-A,NSZ,NSZ,Serviceable,NSZ,NSZ,NSZ,NSZ,NSZ
583282,Gangavathi,Karnataka,Serviceable,NSZ,ODA-D,ODA-A,NSZ,NSZ,NSZ,NSZ,NSZ,NSZ,NSZ,NSZ
600124,Chennai,Tamil Nadu,Serviceable,NSZ,Serviceable,Serviceable,Serviceable,DIRECT,ODA-A,Serviceable,NSZ,Serviceable,Serviceable,Regular
626607,Aruppukkottai,Tamil Nadu,ODA-A,ODA-A,ODA-B,ODA-A,NSZ,ODA -A,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-1
643202,Coonoor,Tamil Nadu,ODA-A,ODA-A,ODA-C,ODA-A,NSZ,ODA -C,ODA-A,ODA-A,NSZ,NSZ,NSZ,ODA-3
142001,Moga,Punjab,Serviceable,NSZ,ODA-B,Serviceable,NSZ,ODA -A,ODA-A,Serviceable,NSZ,ODA-B,NSZ,ODA-1
522437,Piduguralla,Andhra Pradesh,ODA-A,ODA-A,NSZ,ODA-A,NSZ,ODA -C,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-3
833104,Manoharpur,Jharkhand,Serviceable,ODA-A,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
523272,Ongole,Andhra Pradesh,Serviceable,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
591240,Athani,Karnataka,ODA-A,ODA-B,ODA-B,ODA-A,NSZ,ODA -C,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-3
624701,Dindigul,Tamil Nadu,Serviceable,NSZ,ODA-A,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-1
416606,Malvan,Maharashtra,ODA-A,ODA-A,ODA-C,ODA-A,NSZ,ODA -C,NSZ,Serviceable,NSZ,NSZ,NSZ,ODA-3
230128,Kunda,Uttar Pradesh,ODA-A,NSZ,ODA-B,ODA-A,NSZ,ODA -A,NSZ,NSZ,NSZ,NSZ,NSZ,ODA-1
786154,Doom Dooma,Assam,Serviceable,ODA-A,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ,NSZ,NSZ,NSZ,NSZ
532123,Rajam,Andhra Pradesh,Serviceable,NSZ,ODA-B,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
621315,Manapparai,Tamil Nadu,ODA-A,ODA-A,ODA-A,Serviceable,NSZ,ODA -C,ODA-A,ODA-A,NSZ,NSZ,NSZ,ODA-3
581358,Sirsi,Karnataka,Serviceable,ODA-B,ODA-B,ODA-A,NSZ,ODA -B,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-2
782002,Nagaon,Assam,ODA-A,Serviceable,NSZ,ODA-A,NSZ,DIRECT,NSZ,Serviceable,NSZ,Serviceable,NSZ,ODA-1
311605,Mandalgarh,Rajasthan,ODA-A,ODA-A,ODA-C,ODA-A,NSZ,NSZ,Serviceable,NSZ,NSZ,NSZ,NSZ,NSZ
360023,Rajkot,Gujarat,Serviceable,ODA-A,ODA-A,ODA-A,ODA-A,DIRECT,ODA-A,ODA-A,NSZ,ODA-B,NSZ,Regular
670595,Kannur,Kerala,Serviceable,ODA-A,ODA-C,ODA-A,NSZ,ODA -C,Serviceable,ODA-A,NSZ,ODA-C,NSZ,ODA-3
622203,Pudukkottai,Tamil Nadu,ODA-A,ODA-A,ODA-B,ODA-A,NSZ,ODA -B,ODA-A,ODA-A,NSZ,NSZ,NSZ,ODA-2
524322,Atmakur-Ap,Andhra Pradesh,ODA-A,ODA-A,NSZ,ODA-A,NSZ,NSZ,ODA-A,ODA-A,NSZ,ODA-D,NSZ,NSZ
563146,Srinivaspur,Karnataka,Serviceable,NSZ,ODA-B,ODA-A,NSZ,ODA -B,Serviceable,ODA-A,NSZ,NSZ,NSZ,ODA-2
624803,Dindigul,Tamil Nadu,Serviceable,ODA-A,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-2
202146,Hathras,Uttar Pradesh,Serviceable,NSZ,ODA-A,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
582102,Gadag,Karnataka,Serviceable,ODA-A,ODA-B,ODA-A,NSZ,ODA -A,ODA-A,ODA-A,NSZ,NSZ,NSZ,ODA-1
392115,Karjan,Gujarat,ODA-A,NSZ,NSZ,Serviceable,NSZ,ODA -A,NSZ,NSZ,NSZ,NSZ,NSZ,ODA-1
